	log2FoldChange	pvalue	padj
ENSG00000234043	1.13235251242862	0.00482054838309956	0.462538998329403
ENSG00000256694	1.43402493886577	0.00484789148561665	0.462538998329403
ENSG00000142619	-2.99255305083638	0.00489406488174698	0.463746168537867
ENSG00000274376	1.71725696791552	0.00488401863677757	0.463746168537867
ENSG00000236814	-1.57552800984482	0.00494638423264729	0.467104113764907
ENSG00000225434	1.00773969721479	0.00504057828452014	0.472431821476184
ENSG00000258535	-2.47278152041966	0.00505402505175288	0.472431821476184
ENSG00000158486	1.60593069092774	0.00504081419055392	0.472431821476184
ENSG00000183615	0.899352136445383	0.00512438607466874	0.475794088255065
ENSG00000135679	-0.831939045596305	0.00511966325816971	0.475794088255065
ENSG00000248050	2.28858775097087	0.00514529370933903	0.476137564025758
ENSG00000244067	2.61201515210334	0.00519440181923114	0.477666170946188
ENSG00000100926	-0.4713205109612	0.00519633949383073	0.477666170946188
ENSG00000280078	-1.10568087335568	0.00521691210565418	0.477969341229621
ENSG00000269028	-3.30682758312816	0.00532246672539623	0.482097594232409
ENSG00000251201	-1.34537686920175	0.00528558072939423	0.482097594232409
ENSG00000196821	-0.321492408804234	0.00534908964651233	0.482097594232409
ENSG00000137098	1.15283095396604	0.00533907765803989	0.482097594232409
ENSG00000175315	-1.69168397714199	0.00534674078649173	0.482097594232409
ENSG00000278607	-1.73754207071766	0.00540284773534047	0.485361668795895
ENSG00000158715	-0.660682520731757	0.00550285306392731	0.488837025187746
ENSG00000213399	-3.10861866287489	0.00546521178670134	0.488837025187746
ENSG00000257335	-1.27876220150176	0.00551220325485477	0.488837025187746
ENSG00000275216	-2.71648733253021	0.00548497279212969	0.488837025187746
ENSG00000130558	1.24115761774897	0.00560979304268144	0.495902120440743
ENSG00000185130	0.870674987031371	0.00564490444568421	0.497416755119861
ENSG00000233644	1.79162985582144	0.00568055575730003	0.49896919761503
ENSG00000135823	-0.441163428566641	0.00574547521303777	0.501405796033995
ENSG00000203635	-1.98772186905702	0.00575021019740933	0.501405796033995
ENSG00000271198	-3.1798813800434	0.00576266013006652	0.501405796033995
ENSG00000214193	-0.799084251054746	0.00586365727878501	0.505425337217142
ENSG00000067715	1.30777966675866	0.00585991828645053	0.505425337217142
ENSG00000171017	-1.08493471231123	0.00583227506720975	0.505425337217142
ENSG00000279930	3.04319268651483	0.00588673006175042	0.50583830459184
ENSG00000224689	-1.74432468622556	0.00592990982610742	0.507971129964601
ENSG00000187097	-0.508603379560279	0.00595258857658163	0.508340041127892
ENSG00000172426	1.23554604040852	0.00607680034309207	0.515444633767855
ENSG00000221333	-1.29777140195734	0.00610953057830891	0.515444633767855
ENSG00000173065	-0.385326478292529	0.0060628821279354	0.515444633767855
ENSG00000218537	0.78242678486369	0.00611029816313768	0.515444633767855
ENSG00000162757	-0.921811702065705	0.00618775336754538	0.519412736285453
ENSG00000013293	3.86134540714569	0.00619488246681122	0.519412736285453
ENSG00000153347	1.74986132468327	0.00629418422546651	0.52430419345396
ENSG00000180264	1.81022307172721	0.00630354110823476	0.52430419345396
ENSG00000280660	-3.14013422288133	0.006317095476941	0.52430419345396
ENSG00000107954	1.59870937586925	0.00632901805680085	0.52430419345396
ENSG00000276740	1.44094510793861	0.00637825779360674	0.52680601460091
ENSG00000228980	-3.93522075073447	0.00643838140064361	0.530189211233357
ENSG00000124493	1.74180603014068	0.00647345026929164	0.531495238875461
ENSG00000084674	-1.60811846009407	0.00655889385502764	0.532193648313078
ENSG00000173702	1.88614307552902	0.0065488846974705	0.532193648313078
ENSG00000148219	1.17435656609005	0.00651944341990287	0.532193648313078
ENSG00000031823	0.349194171068949	0.00653958588310953	0.532193648313078
ENSG00000231969	-1.12020263053525	0.00664905373851108	0.533816643613561
